,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1112023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111capitalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111depreciation,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111exhibitsexhibitnumber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111increase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111newfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111pension,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111restructuring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111state,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111valuation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,0,3,3,7,12,4,4,7,5,7,0,0,0,6,10
112035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112_____________________________________________________________________________,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112additionally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112exhibit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112item,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112long,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
112net,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112newfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112purchases,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112revisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112we,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,3,0,8,1,2,7,5,9,2,10,0,9,0,4,6
11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113116quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113___________________________________________,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113additional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113benefit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113december,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113exhibitsexhibitnumber,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113midstream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113newfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113plan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113production,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113repurchase,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,7,3,5,1,5,2,6,5,3,0,5,0,4,3
114558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114accumulated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114exploration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114fee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114net,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114nonproductive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114note,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114permian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114total,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2,3,8,17,5,2,4,10,9,11,0,4,0,19,11
1152020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115396,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2
115a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115accumulated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115capitalized,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115cash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115eqt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115equity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115exploration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115impairment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115impairments,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
115item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115less,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115oil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115restricted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115stockholders,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115taxes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,5,3,3,1,0,6,2,4,6,0,2,0,6,3
11610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116110pension,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_________________,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116commodity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116costs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116exploration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116extensions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116pipeline,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116restricted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116signaturespursuant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,1,3,7,5,12,1,5,6,5,4,0,2,0,3,2
1172017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_________________,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117additional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117exhibit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117provision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117the,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,5,8,5,6,5,14,11,4,9,6,0,1,0,7,11
11814724191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118accrued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118arkoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118ending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118insurance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118nonproductive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118portion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118signaturespursuant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118supplemental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118total,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118unrecognized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118wells,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,4,3,9,12,7,0,1,4,14,4,0,4,0,2,1
1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119comprehensive,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
119exhibit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119increase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119natural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119other,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
119report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119stock,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
119table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119the,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119total,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11acreage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11agreement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11april,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11average,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
11china,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11diamondback,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11drilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11executive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11gathering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11laredo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11lease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11lock,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11matthew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11ngls,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11or,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11production,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11required,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11resources,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11second,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11sent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11table,1,0,1,2,0,2,0,1,2,0,0,1,0,0,2
11the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11total,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11valerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11year,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,36,76,30,78,75,70,72,76,83,93,0,37,0,81,87
120,3,6,0,10,11,9,13,10,8,17,0,5,0,4,11
1200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200midland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120accounts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120amortization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120asset,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120cash,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
120december,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120extensions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120gain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120increase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120operating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120pre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120short,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
120stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,8,5,2,4,4,5,9,12,8,5,0,14,0,8,4
12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121asset,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121deferred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121equity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121exploratory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121impairments,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121inventories3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121long,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121loss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121no9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121pension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,2,6,10,2,4,0,2,6,6,0,0,0,14,3
122017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122018nymex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122accretion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122capitalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122deferred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122investment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122less,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122note,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122operating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122pre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122signaturespursuant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122total,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,5,3,2,1,1,6,3,8,4,10,0,7,0,9,1
12312014x10k,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12312015x10k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12312016x10k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12312017x10k,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12312018x10k,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123____________________________________________,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123exhibit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123gain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123pension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123proved,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,6,4,2,2,1,5,6,8,9,5,0,2,0,13,8
1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124accounts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124accrued,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124as,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124asset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124benefit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124capitalized,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124forfeited,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
124long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124production,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124table,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,6,0,6,5,9,1,6,6,9,0,16,0,5,12
1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251table,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1252017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12534,0,86,0,0,0,0,0,0,0,0,0,0,0,4,0
12534newfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125asset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125deferred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125derivative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125operating,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
125other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125other45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125purchases,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125unproved,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,2,6,10,3,2,5,4,11,9,0,0,0,9,4
12637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263table,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126benefit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126depreciation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126midstream,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
126natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126net,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126other,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
126table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,6,3,7,9,4,5,2,11,1,0,3,0,5,3
127119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1272018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127bakken96southern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127commodity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127deferred,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127fourth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127long,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127proved,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127purchases,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127signaturespursuant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,3,0,7,3,1,0,4,4,5,5,0,3,0,9,7
128492income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128accounts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128accrued,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128asset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128comprehensive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128management,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128natural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128oil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128signature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128transmission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,5,2,8,3,3,4,4,4,6,0,1,0,11,3
12932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129derivative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129extensions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129net,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129report,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12accretion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12acreage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12acreagethe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12april,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
12average,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12b,2,2,2,2,2,2,3,2,2,2,0,2,0,2,2
12cash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12collars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12computation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12diamondback,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12forfeited,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12january,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12laredo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12lower,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12marketingsubstantially,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12natural,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12ngl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12outstanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12productionthe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12productive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12revisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12security,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12separation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12settlements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12table,1,0,1,2,0,2,0,1,1,0,0,1,0,0,2
12the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12vested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,42,60,54,58,35,59,36,77,54,59,0,36,0,87,47
130,2,1,3,6,3,4,7,6,10,8,0,4,0,5,1
13031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130accretion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130depreciation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130discontinuance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
